cik,fy,bankrupt_2y,assets,liabilities,current_assets,current_liabilities,cash,inventory,receivables,equity,retained_earnings,revenue,cogs,gross_profit,operating_income,net_income,rd_expense,sga_expense,interest_expense,depreciation,short_debt,long_debt,total_debt,debt,leverage_liabilities_assets,leverage_debt_assets,debt_equity,roa,asset_turnover,current_ratio,asset_growth,revenue_growth,lag_assets,lag_revenue,lag_roa,lag_leverage_debt_assets
1085277,2020,0,181762,3188929,16377,1917065,,,,-4719415,-33252796,42066,17551,25615,-539777,-1702131,,525776,1004756,39616,,,,,17.544530760004843,0,0,-9.364614165777224,0.23143451326459877,0.008542746333588064,0,-0.025483019042765138,181762,43166,-9.364614165777224,0
1109189,2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,78686000,226966000,-2.311694583534555,0
1118417,2020,0,169593000,116871000,94548000,76348000,60780000,,26953000,41261000,-212409000,154632000,65334000,89298000,-20778000,-28207000,32416000,,,8299000,,114438000,,114438000,0.6891263200721728,0.6747802090888185,2.7735149414701534,-0.16632172318432953,0.9117829155684491,1.2383821449153873,0,0.17887610639709078,169593000,131169000,-0.2331876905296799,0.26110747495474457
1126328,2020,0,499000000,279754800000,,,649000000,,,-7400600000,3285900000,464800000,,,,1649400000,,,,25000000,93400000,274900000,,368300000,560.6308617234469,0.7380761523046092,-0.04976623517012134,3.3054108216432865,0.9314629258517034,,-0.9979468070792775,13.662460567823343,243036100000,31700000,0.009506406661397217,0.0006484633352822893
1133869,2020,0,34618796,4274251,10544728,897992,4545097,,,116216966,-88037759,310250,,,-13689971,0,5141805,,,143890,,,,,0.12346619449157041,0,0,0,0.008961894573109938,11.742563408137267,2.7437604256053136,-0.8143722821469513,9247065,1671356,-1.642801797110759,0
1137789,2020,0,8930000000,7143000000,4363000000,2722000000,1724000000,970000000,1115000000,1787000000,-4904000000,7504000000,7667000000,,1300000000,1004000000,973000000,473000000,201000000,379000000,,4156000000,4249000000,4249000000,0.7998880179171333,0.47581187010078385,2.3777280358142137,0.1124300111982083,0.8403135498320269,1.6028655400440852,-0.05100956429330499,-0.3033144554823136,9410000000,10771000000,0.0820403825717322,0.45600425079702445
1138608,2020,0,1045,749796,1045,433116,0,,0,0,-3153395,,0,0,-466434,-490235,,56177,0,,,,,,717.5081339712918,0,,-469.1244019138756,,0.0024127485477331706,,,0,0,,
11544,2020,0,2215479000,20543802000,,,296960000,,,-24800000,8348381000,7902196000,,,,487125000,,,157185000,9441000,,1102309000,,1102309000,9.272848896333478,0.49754883706864295,-44.447943548387094,0.2198734449751047,3.566811511190131,,-0.5295947278439246,0.028293907268980543,4709724000,7684764000,0.11658729895849523,0.07331278860502229
1158172,2020,0,677970000,464721000,137030000,190237000,50198000,,71853000,73000,-1108137000,388645000,199622000,,-310467000,-159268000,61802000,,,,,143777000,,143777000,0.6854595336076817,0.2120698555983303,1969.5479452054794,-0.234918949216042,0.5732480788235468,0.7203120318339755,,,,,,
1161582,2020,0,4050496,,762309,6903778,,600674,101806,-1501271,-148461532,8217562,5668435,2549127,-5016827,-7285445,,,,,,924858,,924858,,0.2283320363728294,-0.616050000299746,-1.7986550289149774,2.0287791914866724,0.11041910675575026,0,0,4050496,8217562,-1.7986550289149774,0
1163609,2020,0,167063256,,87130456,65808196,7197082,69593473,28990655,,,371275766,395772460,14799836,15433660,15581727,,,897942,4489614,10000,17513291,,17523291,,0.10489015609752034,,0.0932684264216663,2.2223663951575325,1.3240061465900084,0.15332020477448,-0.011932028185370149,144854183,375759337,0.046716414119708234,0.11462107380081665
1165639,2020,0,0,337784,0,337784,0,,,-284006,-15292929,,,,,-53778,,10387,,,,,,,,,0,,,0,,,0,,,
1169988,2020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,600467000,97899000,-0.017146654187490735,0.004533138373965597
1177648,2020,0,489829000,27337000,401848000,22609000,51230000,,51313000,301676000,163740000,206625000,,,88328000,71956000,94856000,,,2518000,,,,,0.055809272215405784,0,0,0.14690024477930053,0.42183088383905404,17.77380689106108,0,12.775,489829000,15000000,0.036155474665648626,0
1180262,2020,0,3076100000,3068600000,1775800000,964400000,1215000000,501400000,,-182200000,-215300000,5541800000,1150600000,3972500000,640600000,372600000,,2075000000,181000000,97700000,,1778900000,,1778900000,0.9975618477942849,0.5782971944995287,-9.76344676180022,0.12112740157992263,1.8015669191508727,1.8413521360431355,0.10262384400315434,0.13629000840663508,2789800000,4877100000,0.07667216287905942,0.8795612588716037
1183765,2020,0,4180000,80537000,101324000,35801000,25218000,,,18000,-269041000,,,,-70449000,0,92965000,,,3917000,,2940000,,2940000,19.267224880382773,0.7033492822966507,163.33333333333334,0,,2.8302002737353704,,NaN,0,9600000,,
1201792,2020,0,305896000,64093000,222909000,45278000,202740000,,17652000,105961000,105961000,290721000,122161000,,23522000,10013000,,,,12984000,,,,,0.20952545963333943,0,0,0.03273334728142898,0.9503916363731464,4.9231193957330275,-0.17538912761013375,-0.028494760198898572,370958000,299248000,0.05693636476366597,0
1281984,2020,0,304990,711298,,95120,,,20500,200291,-31563493,482488,231081,251408,-4635865,-3344304,,,,,113675,,,113675,2.3322010557723205,0.3727171382668284,0.5675492158908788,-10.965290665267714,1.5819797370405586,NaN,,0,,482488,,
1282648,2020,0,594436000,,71153000,83176000,15546000,,37826000,327127000,-939026000,6791000,,,92140000,45959000,,,,,,130000000,,130000000,,0.2186946954760479,0.39739917524386553,0.07731530391833603,0.011424274438291086,0.855451091661056,-0.7147084697752794,-0.9820327278980858,2083609000,377965000,0.25709526115504394,0.294251464646198
1286043,2020,0,2648887000,55100000,,,31336000,,57154000,2074436000,-769955000,2523000,,,35011000,-46451000,,,50399000,152163000,,248141000,,248141000,0.020801189329707155,0.09367745773979788,0.11961853727953044,-0.017536044383924268,0.0009524755114129066,,-0.16491924843939795,-0.9929685997675708,3172013000,358819000,0.0037433642295917452,0.48653678279376533
1289790,2020,0,6861000000,3285000000,1920000000,2009000000,1828000000,17000000,47000000,-37000000,1641000000,0,511000000,,143000000,137000000,,295000000,67000000,23000000,,1555000000,1613000000,1613000000,0.47879317883690425,0.235096924646553,-43.5945945945946,0.019967934703396008,0,0.9556993529118964,0.6445349952061361,-1,4172000000,1484000000,0.037392138063279005,0.6524448705656759
1293282,2020,0,221608000,254062000,87431000,16403000,52487000,,27102000,53000,37580000,121333000,37344000,111032000,16621000,17068000,8107000,,800000,6937000,,153882000,,153882000,1.146447781668532,0.6943882892314357,2903.433962264151,0.07701888018483087,0.5475118226778817,5.33018350301774,0,0.3544350427541247,221608000,89582000,0.07614797299736471,0.1070087722464893
1300524,2020,0,2192477,3301410,1640714,2951410,1204411,,,-5384,-3219768,1699886,4852631,179945,-2864906,-3212248,,,7506,0,,83500,,83500,1.5057900265316353,0.038084778084331104,-15.50891530460624,-1.4651227812195977,0.7753267195049253,0.5559085318542663,16.774438589379812,-0.1118612613356308,123350,1913987,-26.041734900689097,2.943858937981354
1301787,2020,0,971425000,989038000,668414000,171123000,82000,345806000,,203000,-171706000,470786000,2280353000,477734000,35154000,-17656000,,291526000,54218000,28901000,,458439000,,458439000,1.0181310960702061,0.4719242350155699,2258.320197044335,-0.01817536093882698,0.4846344288030471,3.906044190436119,0,-0.4540155635705753,971425000,862270000,-0.01817536093882698,0.33151401291916516
1305773,2020,0,72396000,56049000,53344000,17855000,29135000,12074000,11066000,-504145000,-528438000,1278000,35046000,33715000,-25129000,-28478000,12457000,,2373000,4366000,,25003000,,25003000,0.7742002320570197,0.34536438477263937,-0.049594858622023424,-0.39336427426929665,0.017652909000497267,2.9876225147017643,0.1494530270072877,-0.9857666306563164,62983000,89789000,-0.6885191242081197,0.23485702491148405
1309057,2020,0,45754890,,38405201,8572427,32614910,857239,1987505,35244380,37208897,9275386,119772,7037375,4561918,3307039,,1864636,6,610821,,,,,,0,0,0.07227728008962539,0.2027190099244037,4.480084928107291,0.08352736070050668,0.41502247389334973,42227720,6554939,-0.007502820422225022,0
1311673,2020,0,0,1068695,,,,,,-909003,-1118495,0,,,-99372,-110120,,,,,,,,,,,0,,,,,,0,0,,
1319643,2020,0,246764,,12577,2106059,,,,-2704374,-3494901,0,,,-231811,-493640,,,,,,,,,,0,0,-2.0004538749574494,0,0.005971817503688168,0.03392593027104711,,238667,0,-1.243938206790214,0
1325618,2020,0,66728864,11204469,63735892,5858972,28027688,3641561,7293303,32930877,37669451,30438983,7211633,23227350,-756091,9630959,1517112,,,1338824,,,,,0.16791038133063377,0,0,0.14432973113404118,0.4561591667437947,10.878340432417154,0.37749284932176363,0.3187557859960439,48442258,23081592,0.01031669498147671,0
1327318,2020,0,421687000,75279000,324938000,42877000,181534000,,32923000,759322000,-432062000,335089000,,,-18516000,-54890000,,,2649000,17796000,,,,,0.17851866431737284,0,0,-0.13016763618513258,0.7946391517879375,7.578375352753224,0,-0.05309992087713349,421687000,353880000,-0.13016763618513258,0
1338065,2020,0,12957000000,7494000000,1008000000,1621000000,1000000,38000000,726000000,,,9014000000,113000000,0,-150000000,-585000000,,,302000000,376000000,,5321000000,5624000000,5624000000,0.578374623755499,0.4340510920737825,,-0.04514934012502894,0.6956857297213861,0.621838371375694,,,,,,
1338929,2020,0,491115,,161823,3360421,29310,60815,,-1666786,-32685425,3758,26858,-22864,-664039,-1662123,,,,24174,,,,,,0,0,-3.384386548975291,0.007651975606528002,0.04815557336417074,8.493079986082654,,51734,0,-8.6066030076932,0
1351051,2020,0,206932000,,828847000,1071170000,142276000,,30500000,-321630000,-1069259000,3959157000,,,,7474000,,,,123159000,,116952000,,116952000,,0.5651711673399957,-0.3636227963809346,0.03611814509114105,19.13264743973866,0.7737772715815416,-0.9514656900950201,-0.20445339736569781,4263623000,4976650000,-0.055171622819372164,0.2845617447884112
1355096,2020,0,1127000000,13266000000,4576000000,4001000000,806000000,1413000000,,-133000000,3522000000,169000000,,,1572000000,58000000,,1885000000,374000000,562000000,1557000000,5186000000,,6743000000,11.771073646850045,5.983141082519965,-50.69924812030075,0.05146406388642413,0.14995563442768411,1.1437140714821294,-0.9117739157664005,-0.9879886282871357,12774000000,14070000000,-0.035697510568341945,0.16103021762956005
13573,2020,0,28613309,6096292,8785695,3065278,1659264,486105,,2102745,14146812,,5108569,,328044,3049172,,,,957138,,0,,,0.21305791651011075,0,0,0.1065648156946825,,2.8661984328990715,0.00790300423569719,,28388951,,0.1333612150727232,0
1371128,2020,0,155127,12348021,118931,150651790,63496,,,6064,-24530841,0,,,-629752,-140544660,264687,,15682,4365,,2764184,,2764184,79.59943143359956,17.818845204252,455.83509234828495,-905.9974085749096,0,0.0007894429930105709,0.17245106190008314,,132310,0,31.15686645000378,19.63824351900839
1372514,2020,0,15157559,3490059,1810149,1414695,3821712,,,41,-108338834,2686000,30000,,,-8091940,3566045,,4186,33399,,278190,,278190,0.23025204783962905,0.018353219011055803,6785.121951219512,-0.5338550884083645,0.17720531386353172,1.2795330442250803,0.06140785093529222,0.6253963643405224,14280617,1652520,-0.7570697400539487,0
1377149,2020,0,5291887,97035200,2156543,25600505,269741,408450,1666338,-77819327,-176127037,,30000,,-3238565,-14140446,1400325,,10851162,720567,,24111516,105237168,105237168,18.336597134443725,19.88651080418006,-1.352326884040002,-2.672099007405109,,0.08423829920542583,-0.35303374602560217,,8179541,,-1.7287578850695902,12.481560273369862
1378590,2020,0,11155000,7359000,1675000,3837000,296000,,979000,4424000,-71489000,9952000,5360000,4592000,-11068000,-9474000,2185000,,,620000,,88000,,88000,0.6597041685342896,0.007888839085611834,0.019891500904159132,-0.8493052442850739,0.8921559838637383,0.4365389627313005,0.014090909090909091,-0.2665094339622642,11000000,13568000,-0.6562727272727272,0.32645454545454544
1379041,2020,0,4004100000,2709800000,,,9900000,,,947700000,1247900000,7000000,,,,0,,,400000,8200000,,,,,0.6767563247671137,0,0,0,0.0017482080867111211,,2.4173423231202524,-0.9912652857499377,1171700000,801400000,0.08637023128787233,0
1380846,2020,0,622244000,7144529000,,,31856000,,,0,216718000,,,,,45234000,,,2334000,,150000000,95493000,100493000,100493000,11.481876884309049,0.1615009546094458,,0.07269495567655132,,,-0.919052226095004,,7686981000,,0.004941862091242323,0.052577988679821115
1383058,2020,0,434104766,258995,,,3243345,,,245315377,,,,,4095809,75393424,,,23876,,,,,,0.0005966186512681596,0,0,0.1736756421605378,,,0.7491845357779882,,248175511,,0.3037907475085243,0
1383082,2020,0,648871993,408560,,,,,,347794735,,,,,5667450,-6,,,9022,,,,,,0.0006296465318391389,0,0,-9.246816112773726e-9,,,0.86436351050224,,348039419,,-1.8676045428061123e-7,0
1393311,2020,0,11816546000,3239647000,,,257560000,,,25250000,-665575000,161916000,,,1914087000,165749000,,,45641000,483646000,,25230000,,25230000,0.27416192515139365,0.0021351416903044257,0.9992079207920792,0.014026856917410553,0.013702481249596964,,0.03969066232696233,-0.002187698356453094,11365444000,162271000,0.13378571043946896,0.16739275649943813
1393584,2020,0,22682000,5777000,223527000,120982000,47975000,3104000,32730000,-218063000,-357927000,98361000,,,-227431000,-87190000,36273000,,,2146000,,,,,0.25469535314346176,0,0,-3.8440172824265937,4.336522352526233,1.8476054289067796,,,,,,
1401835,2020,0,954425,183460,463161,19246,26617,,,496373,-11157593,,,,-454288,-454850,,,,,,,,,0.19222044686591402,0,0,-0.4765696623621552,,24.06531227268004,-0.269713731302399,,1306919,,-0.3268366287428678,0
1403256,2020,0,1397239000,1148297000,,,323884000,,,-3564727000,-178674000,890000,,,,-48902000,,,21100000,,,3464000,,3464000,0.8218329147697709,0.0024791750015566412,-0.0009717434182196841,-0.034999023073361106,0.000636970482501562,,2151.91063174114,-0.9985100762372227,649000,597346000,10.869029275808936,0
1412126,2020,0,253297,1263124,135483,,16640,,,-580085,-5390490,,,,-2341984,-3888468,,,396704,,,,,,4.986730991681702,0,0,-15.351417505931773,,,0,,253297,,-15.351417505931773,0
1412665,2020,0,594734000,5041398000,,,10661000,,,4372000,188191000,,,,,6623000,,,31823000,9045000,22100000,208691000,,230791000,8.476727410909751,0.38805751815097167,52.788426349496795,0.01113607091573712,,,-0.8721984161417474,,4653573000,,0.009375591615302908,0.07972562158152456
1413891,2020,0,12168819,16116237,6297881,16087913,585199,,3860623,-5691332,-30492435,25496071,22193114,,-3490021,-5834258,,,1690178,52696,,3795786,,3795786,1.3243879295106615,0.3119272297500686,-0.6669415876634854,-0.479443239315171,2.0951968305223376,0.39146662466411897,-0.058898196157333466,-0.25034920733676036,12930396,34010597,-0.4512048973596787,0
1413898,2020,0,123215000,76807000,88106000,31484000,48626000,2573000,18441000,494389000,-402303000,154299000,,,-15573000,9292000,,,,9478000,,,,,0.623357545753358,0,0,0.07541289615712372,1.2522744795682343,2.7984373014864694,0.005344321148825065,-0.23722730575864984,122560000,202287000,-0.20578492167101828,0
1429260,2020,0,226422000,153890000,156252000,45616000,136858000,857000,13539000,26215000,0,36629000,10532000,,-110819000,-39960000,200000,55590000,,,,84656000,,84656000,0.6796601037001705,0.37388592981247404,3.2292962044630937,-0.17648461721917483,0.16177314925228115,3.425377060680463,0.6059095132382458,0.36258462911985717,140993000,26882000,-0.5968168632485301,0.5986538338782776
1434418,2020,0,441854000,31130000,428609000,22755000,334757000,,,173228000,-445744000,,,,-86055000,-85550000,0,,228000,758000,,29642000,,29642000,0.07045313610378089,0.06708550788269428,0.17111552404922992,-0.19361599080239175,,18.835816304108988,0.10704281812943152,,399130000,,-0.21434119209280184,0.07426652970210207
1434868,2020,0,214447000,449392000,211714000,66080000,167058000,0,,23000,-1500000,12965000,,,-93101000,-97165000,,65854000,22670000,,,179367000,,179367000,2.095585389396914,0.8364164572132042,7798.565217391304,-0.4530956366841224,0.06045782874090101,3.203904358353511,0,-0.9126135720255587,214447000,148364000,-0.4530956366841224,0
1435375,2020,0,8542000,10688797,2428009,1393315,4893974,891587,72227,4990719,-65581128,1369556,3763473,-2393917,-9368331,-9777649,1506716,5467698,409318,927974,,8111610,,8111610,1.2513225239990635,0.9496148442987591,1.6253389541667242,-1.144655701240927,0.16033200655584173,1.7426131205075666,0,0,8542000,1369556,-1.144655701240927,0.9496148442987591
1439095,2020,0,2325000000,,966000000,486000000,32000000,509000000,319000000,-232000000,-781000000,2560000000,2129000000,689000000,-207000000,39000000,,562000000,28000000,21000000,,547000000,,547000000,,0.23526881720430107,-2.3577586206896552,0.016774193548387096,1.1010752688172043,1.9876543209876543,24.54945054945055,-0.29786066922654963,91000000,3646000000,0.5494505494505495,4.285714285714286
