cik,fy,bankrupt_2y,assets,liabilities,current_assets,current_liabilities,cash,inventory,receivables,equity,retained_earnings,revenue,cogs,gross_profit,operating_income,net_income,rd_expense,sga_expense,interest_expense,depreciation,short_debt,long_debt,total_debt,debt,leverage_liabilities_assets,leverage_debt_assets,debt_equity,roa,asset_turnover,current_ratio,asset_growth,revenue_growth,lag_assets,lag_revenue,lag_roa,lag_leverage_debt_assets
894627,2016,0,123958000,97882000,63742000,66716000,130529000,,,250874000,-11764000,,,,-50605000,-77550000,,,1337000,20074000,,15000000,,15000000,0.7896384259184562,0.1210087287629681,0.05979097076620136,-0.6256151277045451,,0.9554229869896277,-0.5018746308002041,,248849000,,0.1730848828004131,0.06027751769145144
895051,2016,0,27712895,6929120,27448819,1315576,10669919,,,0,-441931827,0,,,,0,33648,,,66451,,,,,0.2500323405403874,0,,0,0,20.8644874944511,1.4503894394738341,-1,11309588,23727,-2.316822504940056,0
895417,2016,0,3429225000,2407709000,,,,,,925068000,,776809000,,,272198000,138468000,,,,,,2091279000,,2091279000,0.7021146177343277,0.6098401242263194,2.26067597192855,0.04037880279071802,0.22652611012692372,,0.010882263378719333,0.06551146152242376,3392309000,729048000,0.03711483830040247,0.6325228627462888
896262,2016,0,681715000,271279000,175263000,175193000,17303000,,125010000,409568000,-67806000,,,,24047000,12776000,,,8217000,28347000,,91600000,95700000,95700000,0.3979360876612661,0.14038124436164673,0.23366083287756856,0.01874096946671263,,1.0003995593431245,0.01787703324563787,,669742000,,-0.14360455220069818,0.14931122730842622
899751,2016,0,1495724000,848373000,710001000,270097000,189360000,269791000,179384000,345059000,49297000,,1754884000,140643000,-97625000,-80461000,14005000,173614000,36564000,88704000,31222000,506665000,,537887000,0.567198894983299,0.35961648004578384,1.5588261717561345,-0.05379401547344296,,2.6286889524874395,-0.1787291123421466,,1821231000,,0.019330332066607697,0.28702344732765916
910521,2016,0,1278068000,,785765000,238498000,245088000,299911000,160154000,888849000,826449000,519000000,,878108000,224419000,161780000,20872000,653689000,,,67475000,,,67475000,,0.052794530494465086,0.07591278158607367,0.12658168422963412,0.4060816795350482,3.294639787335743,36.245169750837825,0,34315000,519000000,4.7145563164796735,0.15687017339355966
912767,2016,0,1023800000,341270000,648232000,204175000,87756000,304918000,282253000,752755000,565636000,2660329000,,325342000,97367000,57551000,,229775000,4267000,,,111896000,35000000,35000000,0.33333658917757375,0.03418636452432116,0.046495871830808166,0.05621312756397734,2.5984850556749364,3.174884290437125,0.11648256736464094,0.07686095801247385,916987000,2470448000,0.04698212733659256,0.03816848003297757
915389,2016,0,15580000000,11559000000,2878000000,2056000000,237000000,1479000000,792000000,171000000,4012000000,9527000000,,2221000000,1162000000,751000000,227000000,755000000,,450000000,431000000,4000000,7008000000,7008000000,0.7419127086007702,0.4498074454428755,40.98245614035088,0.04820282413350449,0.6114890885750963,1.399805447470817,-0.030612244897959183,0.01893048128342246,16072000000,9350000000,0.07248631159780985,0.4696988551518168
921112,2016,0,6557629000,3519838000,,,163414000,,14343000,3056059000,,792631000,,,257306000,224471000,,,151887000,236075000,,,,,0.5367546715436327,0,0,0.03423051227814199,0.12087158331159022,,-0.008225179196535277,0.22711594135587448,6612014000,645930000,0.03321136343631456,0
924719,2016,0,18850110,7459788,13507522,4528113,3572405,,6795215,10473751,6342386,29204239,22093834,7110405,1576879,1044304,,,103086,667900,,,,,0.39574241211324496,0,0,0.05540041941399811,1.5492874577389735,2.9830355382032208,0.15659634029283254,0.2996506983696246,16297916,22470837,-0.04938287815448306,0
924901,2016,0,4053963000,2370255000,,,221706000,,9617000,1455676000,-1115612000,0,,,88811000,28567000,,,112878000,173848000,,2154920000,,2154920000,0.5846760318236748,0.5315588721456017,1.4803568926052226,0.007046684935210311,0,,-0.03298565184732674,,4192247000,0,-0.0035563267145280325,0.4982182586092852
931948,2016,0,1399327000,369160000,591086000,68101000,286687000,102072000,,909229000,-191067000,,729470000,,98168000,70297000,,,,67406000,,255099000,,255099000,0.2638125327389524,0.18230120622270563,0.280566281981767,0.0502362921604457,,8.679549492665306,0.03909391986217958,,1346680000,,-0.200646033207592,0.21617310719695845
949961,2016,0,84304000,6000,,,2000,,,84298000,22340000,,,,-1518000,2081000,,,652000,,,20000000,,20000000,0.00007117100018978933,0.2372366672992978,0.23725355287195427,0.024684475232491933,,,-0.09424556276591173,,93076000,,0.05928488546993854,0.2148781640809661
99302,2016,0,76707000,37796000,26218000,15829000,65000,6520000,22049000,34318000,22814000,122166000,93047000,29119000,6302000,4124000,,,,2300000,,8700000,,8700000,0.49273208442515026,0.11341859282725175,0.2535112768809371,0.05376302032409037,1.592631702452188,1.6563269947564596,0.23424351156092615,-0.011793826441467677,62149000,123624000,0.06477980337575825,0.19578754284059277
101382,2017,0,20682532000,117749000,,,1787230000,,,55057000,1338110000,109081000,,,,247105000,,,57999000,424000,,79496000,,79496000,0.00569316174634711,0.0038436299772194238,1.4438854278293405,0.011947521705756336,0.005274064123290127,,0,,20682532000,,0.005833666787025882,0.0037119246328254202
1017303,2017,0,32042000,7933000,23167000,7424000,3131000,9707000,,25394000,24157000,59676000,,24978000,4468000,3092000,3599000,,37000,1426000,,,,,0.24758129954434804,0,0,0.09649834592097871,1.8624305598901443,3.1205549568965516,-0.016181031041788203,0.04264872892460907,32569000,57235000,0.11105652614449323,0
1027884,2017,0,9192060000,6278083000,2541752000,4536249000,535714000,190102000,42288000,1413538000,1370606000,10630812000,9277318000,1353494000,-514587000,-504415000,28226000,336282000,70503000,161135000,911410000,982000000,,1893410000,0.6829897759588166,0.20598320724625382,1.3394829145024754,-0.05487507696860116,1.156521171532823,0.5603202116991374,-0.018972596087655808,-0.18066517507223545,9369830000,12974930000,0.05801674096541773,0.27670758167437404
1032975,2017,0,1498677000,642566000,1027845000,507078000,537038000,253401000,185179000,758134000,1074110000,2018100000,,681047000,129058000,,113176000,,,,,,,,0.42875549568052357,0,0,,1.3465876903428824,2.026995846792801,0.13180560768555152,0.006579853040638274,1324147000,2004908000,,0
1041803,2017,0,991224000,458664000,512554000,367904000,157072000,282907000,,548265000,351060000,2802603000,,,146366000,89124000,,,6440000,34445000,16534000,88107000,,104641000,0.462724873489746,0.10556746002921641,0.1908584352457297,0.0899130771652018,2.827416406382412,1.393173219100635,0.057488333984112454,0.11321883389796578,937338000,2517567000,0.09909552370649648,0.08531714280227623
1050825,2017,0,1808600000,1025500000,819200000,523400000,176500000,163100000,307600000,663800000,817100000,3060000000,2075500000,971200000,174600000,170300000,33000000,,17600000,65700000,2800000,294600000,,297400000,0.5670131593497733,0.16443658078071435,0.44802651401024407,0.09416122968041579,1.6919163994249695,1.565150936186473,0.051756222377297045,0.00009804882831650162,1719600000,3059700000,0.05006978367062107,0.1739357990230286
1056285,2017,0,270146000,136333000,153040000,74441000,99138000,73191000,4000000,151062000,-31432000,561807000,359306000,202501000,26191000,16573000,,,346000,,,,,,0.5046641445736749,0,0,0.06134830795199633,2.0796421194465213,2.055856315739982,0,0.10674499281944601,270146000,507621000,0.06134830795199633,0
105744,2017,0,4205000,3569000,522000,556000,419000,,119000,636000,-58386000,791000,,,-3270000,-3246000,,,24000,396000,,359000,,359000,0.8487514863258027,0.08537455410225922,0.5644654088050315,-0.7719381688466112,0.18810939357907253,0.9388489208633094,-0.5261971830985915,-0.46877098723975824,8875000,1489000,-0.08777464788732395,0
1058623,2017,0,2412691000,2904429000,439927000,100791000,7271000,,231585000,541580000,-1887564000,,,,-478515000,-546494000,,477327000,141679000,102105000,,2332209000,,2332209000,1.2038130867152073,0.9666422264599984,4.306305624284501,-0.2265080774952118,,4.364744868093381,-0.19640932484409077,,3002388000,,0.003919879775698544,0.8061136668545171
1065201,2017,0,36045809,17975301,,,3073747,,,17521622,15379345,14002096,,,,1471323,,,,74465,,,,,0.498679361031958,0,0,0.04081814337971996,0.3884528156934971,,0,0,36045809,14002096,0.04081814337971996,0
1069202,2017,0,1677400000,1722300000,1005900000,888600000,37500000,418500000,,9000000,1353000000,3467400000,2520000000,947400000,305400000,186600000,62300000,580500000,23600000,62800000,52400000,367000000,,419400000,1.0267676165494217,0.2500298080362466,46.6,0.11124359127220698,2.06712769762728,1.1320054017555705,-0.049254661905571616,0.029696501752093603,1764300000,3367400000,0.11664682877061724,0.26078331349543726
1069258,2017,0,903300000,672200000,373100000,196500000,33500000,57200000,15600000,224300000,-678100000,657100000,495300000,161800000,-4500000,19800000,16200000,150700000,,25500000,,432000000,,432000000,0.7441603011181225,0.4782464297575556,1.9259919750334373,0.021919628030554632,0.7274438171150227,1.8987277353689567,-0.20146746817538896,-0.13879423328964613,1131200000,763000000,-0.06895332390381895,0.39347595473833097
1075706,2017,0,993095828,940152512,,,14947690,,,978941,90999689,,,,,7588901,,,3076879,,,,,,0.9466886130146949,0,0,0.007641660337334536,,,0.020124493676989954,,973504542,,0.007652515913993548,0
1076930,2017,0,416045000,368235000,199250000,98168000,51146000,44451000,57188000,-18830000,-127740000,154825000,215708000,106117000,57195000,60051000,41673000,102025000,,30758000,,225500000,77920000,77920000,0.8850845461428452,0.18728743284981192,-4.138077535847053,0.1443377519258734,0.37213522575682917,2.029683807350664,0,-0.5754799756516208,416045000,364706000,-0.058291771322813636,0.23028999266906225
107815,2017,0,13139600000,4900000,1010400000,814700000,24000000,,503200000,3443200000,2140800000,3854100000,1399000000,,648900000,376900000,,,119000000,304000000,159000000,2661100000,,2820100000,0.0003729185058905903,0.214626016012664,0.8190346189591078,0.028684282626563976,0.2933194313373314,1.240211120657911,0.04305718731146604,-0.050573976449721635,12597200000,4059400000,0.029998729876480487,0.22249388753056235
1083522,2017,0,4932000,,4899000,3115000,772000,1850000,1247000,1767000,-60860000,,,4099000,-85000,-183000,,,85000,15000,,,,,,0,0,-0.03710462287104623,,1.572712680577849,-0.0788195741501681,,5354000,,-0.20918939110945087,0
1084580,2017,0,36941276000,31570679000,,,4079968000,,,5439256000,,3274895000,,,,93534000,,,799654000,15236000,525842000,5483355000,,6009197000,0.8546179888317881,0.16266890726784858,1.10478289677853,0.0025319645157898716,0.08865137739151187,,-0.04207803075886478,-0.14855190684989203,38563972000,3846265000,0.00408567872624739,0.059917557247474405
1085277,2017,0,339597,6447804,93832,6447804,,,,-5662095,-29882199,108890,37055,71835,-841704,-2050847,,855891,1268509,57648,,,,,18.986634157545563,0,0,-6.0390610046614075,0.32064476423525534,0.014552551535375454,0,0,339597,108890,-6.0390610046614075,0
1090727,2017,0,38311000000,,13849000000,11730000000,2291000000,342000000,7695000000,2000000,4879000000,58363000000,,,7668000000,4844000000,,,341000000,2084000000,3681000000,23886000000,,27567000000,,0.71955835138733,13783.5,0.12643888178329984,1.5234005899089034,1.1806479113384485,0.08101015801354401,0.0022496222008517655,35440000000,58232000000,0.0855530474040632,0.08515801354401806
1090908,2017,0,42391000,37292000,18058000,28377000,9418000,,7042000,5099000,-311749000,27463000,13625000,13838000,-7780000,-9452000,3771000,,,3405000,,23818000,,23818000,0.879715033851525,0.5618645467198226,4.6711119827417145,-0.2229718572338468,0.6478497794343139,0.6363604327448286,-0.04120959898672336,0.02627055306427504,44213000,26760000,-0.31712392282812746,0.5654671702892814
1091983,2017,0,5724550,13374162,2294260,8338955,187136,1480794,170704,-7649612,-42746469,,11492807,28786483,-4073082,-5907140,,,632451,1085642,-1846580,5792768,,3946188,2.3362818038099062,0.6893446646461294,-0.5158677328993941,-1.0318959568874408,,0.27512560027005784,-0.2643326336340404,,7781438,,-0.3367527955629795,0.19289802219075702
1094348,2017,0,39935000,38912000,21479000,13277000,15407000,,6565000,331000,-279425000,46510000,13553000,33000000,-12240000,-16320000,13295000,,,6347000,700000,17056000,,17756000,0.9743833729810942,0.44462251158131966,53.64350453172205,-0.40866407912858393,1.164642544134218,1.6177600361527453,-0.12354051444122553,0.10482932275459059,45564000,42097000,-0.31235185672899657,0.4735536827319814
1095291,2017,0,1513833000,1278381000,115414000,324732000,20447000,,25424000,174090000,-276634000,543461000,184751000,,61714000,89961000,35529000,,,56345000,,377851000,,377851000,0.84446633149099,0.24959886592510536,2.170434832557872,0.05942597367080781,0.3589966660787551,0.35541307909291353,0.30802902174730135,-0.0008751013444571706,1157339000,543937000,-0.01076434821603696,0.19703129333756142
1098009,2017,0,,1342726,3927,174597,24276,,,-992370,-2143265,0,,0,,-1140953,,0,,,10000,,,10000,,,-0.01007688664510213,,,0.022491795391673397,NaN,-1,24276,43370,-27.191217663536,0
1098146,2017,0,756654000,694084000,,,73258000,,,58735000,-42902000,,,,,2143000,,,2690000,1039000,,141369000,,141369000,0.9173069857557087,0.18683440515744315,2.4068953775432025,0.002832206001686372,,,0,,756654000,,0.02076114049486291,0.019824120403777686
1101396,2017,0,344652000,192637000,232484000,82293000,612000,164247000,63013000,138207000,116679000,,,88319000,16119000,8093000,,81086000,6021000,9542000,,115795000,,115795000,0.5589319081276186,0.3359765792741664,0.8378374467284581,0.023481656859672944,,2.8250762519290826,0.06078429562053905,,324903000,,-0.002954728026518684,0.31459235525679974
1104506,2017,0,237956000,83473000,168407000,27989000,159226000,,,186237000,-765236000,0,,,-117493000,-118183000,74277000,,2889000,1982000,,55000000,,55000000,0.350791743011313,0.23113516784615643,0.2953226265457455,-0.4966590462102237,0,6.016899496230662,-0.3326265719830826,,356556000,,-0.22201000684324482,0.06177711215068601
1108205,2017,0,57752000,28486000,48201000,13547000,7747000,,2459000,29783000,-898948000,7878000,,,-56481000,-58981000,9800000,,3325000,200000,,18400000,,18400000,0.4932469871173293,0.31860368472087547,0.6178021018701944,-1.0212806482892367,0.13641086022994875,3.558057134420905,-0.39186015900594956,-0.199634257848217,94965000,9843000,-0.19722002843152742,0.21038277260043173
1108236,2017,0,651450000,578701000,,,22449000,,,76921000,42779000,,,,,3198000,,,1061000,,3500000,12000000,15500000,15500000,0.8883275769437409,0.023793076982116815,0.20150544064689746,0.004909049044439328,,,0.02648745745619564,,634640000,,0.01009076011597126,0.01733266103617799
1118237,2017,0,133027000,369000,,,52122000,,,132658000,117524000,,,,20602000,10609000,,,1737000,,,,,,0.0027738729731558256,0,0,0.07975072729596247,,,-0.9008971826988191,,1342313000,,0.005449548652214499,0
1120970,2017,0,43212891,19426442,7964371,2424154,5308804,,,22241100,-212028239,18492850,,,-12425513,-10454427,,,1216887,7727433,,9470295,,9470295,0.4495520098389159,0.21915439538632117,0.42580155657768726,-0.2419284328836041,0.42794753074956265,3.2854228732993036,-0.06980777370834843,-0.2771532247072619,46455872,25583361,-0.20748233936928362,0
1124140,2017,0,377040000,41745000,333573000,30692000,58131000,6833000,8526000,288984000,-745821000,,24501000,14936000,-159068000,-157803000,33914000,,,,,4678000,,4678000,0.1107176957352005,0.012407171652875026,0.016187747418542203,-0.418531190324634,,10.868402189495635,0.03573881273521413,NaN,364030000,1798000,,0.013155509161332858
1127371,2017,0,1443323000,1279290000,,,77328000,,,131045000,92904000,2263000,,,,10964000,,,1047000,1392000,,,,,0.8863504565506127,0,0,0.007596359234904453,0.0015679096085907313,,0.13047881472755526,,1276736000,,0.004146511103313449,0
1134765,2017,0,4943429,7160506,998293,7160506,376840,318912,536817,-545009,-35794206,2575448,,321863,-8286095,-5445562,,,39789,,,,,,1.448489702188501,0,0,-1.101575849476143,0.5209841185136875,0.13941654402635792,-0.4261087080765142,0,8613877,2575448,-0.632184787407575,0
1138978,2017,0,2891197,9979917,2572479,9968337,68079,,785780,-7076052,-8353593,7178246,4670615,2507631,121954,-340529,,,523340,,,427522,,427522,3.4518287754172405,0.1478702419793601,-0.06041815407800847,-0.11778132033202857,2.482793804780511,0.2580650112451054,40.40336531576686,,69830,,-39.67798940283546,8.143491336101961
1139812,2017,0,15585007000,16723108000,,,312081000,,,2578952000,838892000,,,,,158948000,,,28628000,,1569288000,311790000,,1881078000,1.073025376247826,0.12069792461434249,0.7293962819005549,0.010198776298271794,,,0.22728766791035962,,12698740000,,0.006780278988309077,0.11072051242879215
1141197,2017,0,58780000,60736000,1296000,3310000,659000,,301000,15037000,-101731000,,,,-5660000,-19619000,,3912000,13959000,5080000,,,,,1.0332766247022798,0,0,-0.33376998979244643,,0.3915407854984894,-0.03285782450598088,NaN,60777000,5326000,-0.3228030340424832,0
1161728,2017,0,1726403000,,275515000,126514000,65755000,,42299000,690458000,426874000,,,,128228000,75560000,,,,,4000000,398161000,,402161000,,0.2329473477513651,0.5824554136529666,0.04376730114579273,,2.177743174668416,0.021829855917742367,,1689521000,,0.021540424771281326,0.226567766840424
1162461,2017,0,91854000,30844000,87849000,28389000,9803000,14977000,20777000,80508000,-27046000,94761000,40478000,54283000,-4521000,-4440000,10733000,,,1186000,,,,,0.3357937596620724,0,0,-0.04833757920177673,1.0316480501665686,3.094473211455141,0.18493769189091566,0.21273900023036166,77518000,78138000,-0.13689723677081453,0
1163370,2017,0,1499492000,1339828000,,,68556000,,20491000,186594000,117141000,19296000,,,,17783000,,,2871000,2264000,,35108000,,35108000,0.8935212725376327,0.023413262624942314,0.18815181624275165,0.011859349699764987,0.01286835808393776,,0.03459691213089463,,1449349000,,0.012010909725676838,0.022040930100341603
1163389,2017,0,634335000,587418000,,,26338000,,,46087000,-14065000,,,,,958000,,,2620000,,,,,,0.9260375038426069,0,0,0.0015102430103967146,,,0.013479832177127903,,625898000,,0.004253089161492767,0
1167419,2017,0,17040815,2120456,13743490,1055140,41651965,,,16070636,-109855276,,0,,-5192364,-4272837,249164,4411327,30161,628572,,,,,0.12443395459665514,0,0,-0.2507413524529197,,13.025276266656558,-0.18317255847981878,,20862197,,-0.4197815311589666,0
1193311,2017,0,20811000000,13100000000,830000000,1773000000,4000000,89000000,635000000,7625000000,,3878000000,,,779000000,432000000,,,333000000,863000000,789000000,5875000000,,6664000000,0.6294747969823651,0.32021527077026574,0.8739672131147541,0.02075825284705204,0.18634376051126808,0.46813310772701633,0.07901695442526054,0.014652014652014652,19287000000,3822000000,0.02333177788147457,0.33841447607196556
1196501,2017,0,882755000,326145000,367635000,90157000,133116000,,173582000,606229000,366164000,,,,47572000,24527000,,105654000,7812000,,,,,,0.36946264818664293,0,0,0.02778460614779865,,4.077719977372805,0.03780638774883993,,850597000,,0.016396719010295123,0
1205181,2017,0,22638,8170835,22638,8170835,9508,,,-8148197,-15977470,41829,,27566,-1626975,2852511,,,1171708,,,,,,360.93449067938866,0,0,126.00543334216803,1.8477338987543068,0.0027705858703547435,0,0.26436538403409604,22638,33083,-298.6778867391112,0
1224608,2017,0,31975200000,27488300000,,,611600000,,,4688200000,650700000,3811900000,,,,270700000,,,94900000,283400000,,912900000,,912900000,0.8596756236082964,0.028550251444869775,0.19472292137707436,0.008465936100477871,0.11921426605619355,,31.448954739192207,-0.08029531691075349,985400000,4144700000,0.05216155875786482,0.1141668358027197
1228454,2017,0,1708208000,1577127000,,,32123000,,,102252000,28159000,,,,,7030000,,,13869000,,20000000,155000000,,175000000,0.9232640287365473,0.10244654046813971,1.7114579665923404,0.004115423882805841,,,0,,1708208000,,0.004443252812303888,0.132302389404569
1262823,2017,0,10890000000,6998000000,2408000000,1183000000,881000000,801000000,810000000,3524000000,3412000000,4463000000,,1185000000,960000000,646000000,,218000000,35000000,246000000,149000000,3679000000,,3828000000,0.6426078971533516,0.3515151515151515,1.0862656072644723,0.05932047750229568,0.4098255280073462,2.035502958579882,0.9553676998034757,29.17089856953571,5569285000,147924000,0.12183305397371476,0.136130221383894
1270200,2017,0,49000,,33000,757000,10000,,,-707000,-53448000,205000,58000,147000,-873000,-1201000,0,984000,333000,,,,,,,0,0,-24.510204081632654,4.183673469387755,0.043593130779392336,0,0,49000,205000,-24.510204081632654,0
1279704,2017,0,15324580,1784708,12193188,1632876,3912791,,,1649803,-70787026,,,,-9449752,-6180326,4750414,,,356665,,,,,0.11646048374572093,0,0,-0.4032949679534447,,7.467307989094089,1.0173532679188335,,7596379,,-0.7233749132316858,0
1286225,2017,0,788098000,403335000,297455000,250527000,26936000,,92367000,328780000,-119260000,,,269907000,-11615000,-9218000,68799000,,,45891000,,0,,,0.5117827985859627,0,0,-0.011696514900431165,,1.1873171354784116,0.2645968154736594,,623201000,,-0.0164858528789267,0.19678562775091824
1286459,2017,0,68703,282159,68703,271860,102,,,-213456,-2580855,,,,-2175106,-2283276,,,21796,,,98267,,98267,4.1069385616348635,1.4303159978458,-0.46036185443370065,-33.234007248591766,,0.25271463253145,,,,,,
1289460,2017,0,1179971000,421729000,200259000,279527000,86122000,16088000,56127000,-27000,530723000,1807368000,,,144565000,96894000,,,1959000,69694000,,,,,0.3574062413398295,0,0,0.08211557741673313,1.531705440218446,0.7164209539686685,0.14260108879003316,0.14235077881462416,1032706000,1582148000,0.08809574070451803,0
1289848,2017,0,1159543000,,180082000,135768000,256872000,,101778000,600634000,351483000,769023000,488635000,,103498000,59052000,,157902000,,58053000,,292065000,,292065000,,0.25187940421355653,0.4862611840155569,0.05092696001786911,0.6632121447846263,1.3263950268104414,0.003139506918334755,0.09620359983065657,1155914000,701533000,0.06838830570440362,0.26591597644807485
1294133,2017,0,214049000,48031000,161545000,33886000,56836000,18842000,30828000,19000,8639000,249438000,61553000,76258000,27590000,21002000,5313000,,6000,13926000,,,,,0.2243925456320749,0,0,0.09811772070880967,1.165331302645656,4.7673080328159125,0.2710748218527316,0.633270692691998,168400000,152723000,0.12184679334916865,0.0018705463182897863
1296884,2017,0,70758000,204304000,,,54529000,,1143000,297168000,86956000,41078000,,,76000,20183000,,,13636000,4343000,,,,,2.8873625597105628,0,0,0.28523983153848326,0.5805421295118574,,-0.879692728311434,-0.2829688072753932,588144000,57289000,0.03549470877880247,0
1297667,2017,0,4101000,122000,,,3132000,,111000,,,1657000,,,,794000,,,,,,,,,0.02974884174591563,0,,0.19361131431358206,0.4040477932211656,,-0.32726377952755903,-0.40180505415162454,6096000,2770000,0.20898950131233596,0
1308027,2017,0,234514,3057724,94952,2818493,,,17370,-2621028,-26814649,40193,20473,19720,-1076634,-1221298,,,168188,,,881673,,881673,13.038556333523799,3.759575121314719,-0.33638442626328297,-5.207782904218938,0.1713884885337336,0.033688925251898795,-0.44332588771758247,-0.1496784293813997,421277,47268,-2.9407681881517385,0
1314772,2017,0,101737000,86917000,73013000,42941000,923000,36140000,34137000,18966000,-57385000,194328000,,61751000,-2814000,-4322000,,,,5011000,,41206000,,41206000,0.8543302829845583,0.4050247206031237,2.172624696825899,-0.04248208616334274,1.910101536314222,1.7003097273002492,-0.10077074015803708,-0.05576179277370702,113138000,205804000,,0.4148208382683095
1318484,2017,0,332514000,108923000,237312000,100409000,74514000,134649000,,210622000,148585000,,,,24217000,15527000,,224218000,242000,18577000,,,,,0.3275741773278719,0,0,0.04669577822287182,,2.36345347528608,0.057251325880422754,,314508000,,,0
1324410,2017,0,3366427000,3014049000,,,32441000,,,206939000,-367944000,,,,,22454000,,,5351000,,,,,,0.895325815768469,0,0,0.00666997977380766,,,0.42131790882511266,,2368525000,,0.005704816288618444,0
1325618,2017,0,37194484,5305359,33856401,3661881,9454150,3886590,3775699,20890696,19869714,31593720,5840407,25753313,11513149,7529920,1764306,,,807262,,,,,0.14263832776924665,0,0,0.20244722308824073,0.8494194999452069,9.245631138750822,0.055336101050592515,1.0183737911386894,35244207,15653057,0.05817597201151384,0
1326190,2017,0,38400335,6193012,4487090,5470723,2876113,,,43134633,-31259449,3236175,,,-11091663,-11086812,7221460,,38499,,,525950,,525950,0.16127494721074698,0.013696495095680807,0.012193218382082907,-0.2887165437489022,0.08427465541641758,0.8202005475327484,0.9333182696932298,,19862397,,-0.5012182064430593,0
1326205,2017,0,11284302,3934017,3581363,1289711,1490693,0,752926,7359121,-52009459,580372,362135,218237,-2054385,-1867260,,2271690,223464,396346,,452080,,452080,0.3486274117796564,0.04006273493921024,0.06143124973757056,-0.16547412502784842,0.05143180322540109,2.776872493139936,0,0,11284302,580372,-0.2488628893484063,0.04006273493921024
1326771,2017,0,104635281000,99657186000,,,,,,4905359000,834407000,,,,,254436000,,,634979000,2691000,,,,,0.9524243166126729,0,0,0.002431646358363581,,,-0.11890388552617148,,118755808000,,,0
1337553,2017,0,248254000,142910000,237690000,19371000,85586000,,,28042000,-316623000,,,,-75086000,-74363000,44451000,30635000,,,,,,,0.5756604123196404,0,0,-0.2995440154035786,,12.270404212482577,0.5600997945037611,,159127000,,-0.30248166558786377,0
1340122,2017,0,2725200000,2506500000,640900000,498200000,5600000,357800000,182700000,,,59700000,,536400000,157200000,-139400000,,,104900000,151600000,,2025800000,,2025800000,0.9197490092470277,0.7433582856304124,,-0.05115220901218259,0.021906649053280495,1.2864311521477318,-0.07454070024111115,-0.6672240802675585,2944700000,179400000,-0.03810235338064998,0.6926681835161477
1345991,2017,0,8727414,310441,,,1533764,,,,,,,,-587270,-608288,,-52435,,,,,,,0.03557078878118994,0,,-0.06969853842157597,,,0,,8727414,,-0.0706998659625864,0
1347652,2017,0,650732571,216823091,,,7578164,,,406468436,,71288935,,,21563606,12319911,,,9781184,20662297,,200632880,,200632880,0.33319846072373716,0.30831848433786174,0.4936001475893198,0.01893237183604876,0.1095518161791843,,-0.04018859735018496,0.7685799742898366,677979621,40308573,0.010345231306001158,0.3198691306976615
1353283,2017,0,1718546000,913385000,1360373000,667373000,387315000,,4614000,813321000,-1020784000,668435000,114122000,554313000,-287923000,,215309000,,,19491000,,,,,0.531487082685014,0,0,,0.3889538016439478,2.0383998153955885,0.11823424574727737,0.4825284169670086,1536839000,450875000,,0
1353970,2017,0,2126500199,1394664068,1272910459,1033411732,119928485,280939008,410049559,578045598,617168735,999192894,817811445,181381449,135045298,83732279,21061345,,42704097,27540212,444757476,385309497,,830066973,0.6558494885896787,0.3903441783783252,1.4359887453030997,0.039375627164001975,0.46987669903340556,1.2317553784071034,0.2137681474673971,0,1751982208,999192894,0.04779288203821759,0.3553354230181771
1355677,2017,0,1499665,1196568,125942,1196568,125942,,,303097,-22944033,0,,,,-3806697,,,,226632,,,,,0.7978901954769899,0,0,-2.538364901494667,0,0.1052526893582312,0.09897530637115703,,1364603,0,-2.789600345301894,0
1356576,2017,0,309568000,117813000,151404000,80742000,36396000,16801000,41527000,40699000,-84288000,147465000,,,20844000,13944000,29135000,89063000,1229000,700000,,,,,0.38057228137275173,0,0,0.04504341534008683,0.4763573754393219,1.8751579103812142,0,0.5911543192559183,309568000,92678000,-0.0352911153607608,0
1358831,2017,0,1299826000,1521905000,82772000,86609000,725000,,,,,,,,-725697000,-701541000,,,76891000,,,1161394000,,1161394000,1.1708528679992554,0.8934995914837832,,-0.5397191624109688,,0.9556974448382962,-0.19421617734576474,,1613120000,,-0.1758362676056338,0.8850017357667129
1360530,2017,0,734184000,,285653000,134105000,12166000,241736000,10700000,551934000,365463000,20200000,,418915000,3300000,53171000,,328745000,,38495000,,120874000,,120874000,,0.16463720266309262,0.21900082256211795,0.07242189968727186,0.02751353884039968,2.1300697214868944,-0.019376485091980537,-0.9833477048685705,748691000,1213046000,0.08179743044860964,0.15414904146036215
1360901,2017,0,1479171000,879015000,925633000,463421000,352160000,,230522000,527298000,20343000,1240248000,,,0,42863000,,,16975000,27927000,,37597000,,37597000,0.5942619210354989,0.025417615677970972,0.07130123763033427,0.028977717924431996,0.838475064749106,1.9973911411006406,0.02254665564278189,0.3315925883775212,1446556000,931402000,0.06005574619993972,0.11620497236194105
1378125,2017,0,100,,100,558251,498,,,-538918,-631977,,,,-19333,-19333,,,,,,,,,,0,0,-193.33,,0.00017913089273463012,-0.7991967871485943,,498,,145.77911646586347,0
1383650,2017,0,15542000000,,958000000,856000000,0,97000000,,,,270000000,,,3000000,-319000000,3000000,,185000000,66000000,224000000,14209000000,14433000000,14433000000,,0.9286449620383477,,-0.0205250289538026,0.017372281559644834,1.1191588785046729,0.21108195312562703,0.0048455887278654845,12833153000,268698000,-0.03195130612095095,0.9110546722227967
